spec_05
0.999829 0.000226
0.979323 0.002471
0.958769 0.005239
0.938122 0.007688
0.917590 0.010246
0.896963 0.012859
0.876315 0.015516
0.855868 0.017669
0.835188 0.020156
0.814559 0.022705
0.793908 0.025158
0.773270 0.027785
0.752607 0.030288
0.732013 0.032898
0.711538 0.035710
0.690932 0.038498
0.670452 0.041400
0.649867 0.044570
0.629382 0.047522
0.608945 0.050615
0.588356 0.053479
0.567780 0.056246
0.547289 0.059291
0.526701 0.061966
0.506108 0.064796
0.485408 0.067210
0.464875 0.069579
0.444199 0.071915
0.423630 0.074457
0.402869 0.076716
0.382260 0.078637
0.361659 0.080314
0.340934 0.082290
0.320352 0.083940
0.299543 0.085804
0.278985 0.087211
0.258309 0.088926
0.237522 0.090333
0.216789 0.091760
0.196086 0.092942
0.175091 0.093031
0.154480 0.093194
0.133729 0.091626
0.113086 0.089060
0.092740 0.085391
0.073036 0.079330
0.054193 0.071151
0.036739 0.059982
0.020604 0.046976
0.009596 0.029698
0.003212 0.010166
0.008402 -0.005548
0.027953 -0.012033
0.048583 -0.015234
0.068962 -0.017715
0.089712 -0.020115
0.110302 -0.022128
0.131103 -0.024046
0.151775 -0.025944
0.172481 -0.027512
0.193235 -0.029050
0.213862 -0.030436
0.234519 -0.031667
0.255295 -0.032795
0.276033 -0.033865
0.296702 -0.035006
0.317432 -0.035880
0.338083 -0.036799
0.358910 -0.037464
0.379586 -0.038442
0.400446 -0.039122
0.421105 -0.039439
0.441932 -0.039720
0.462637 -0.039987
0.483366 -0.040090
0.504070 -0.040160
0.524825 -0.039934
0.545576 -0.039910
0.566300 -0.039570
0.587138 -0.039413
0.608130 -0.039125
0.628827 -0.038238
0.649345 -0.037657
0.670069 -0.036948
0.690899 -0.036238
0.711568 -0.034991
0.732413 -0.033345
0.753046 -0.031564
0.773674 -0.029774
0.794372 -0.027866
0.815008 -0.025492
0.835600 -0.023051
0.856046 -0.020497
0.876703 -0.017904
0.897295 -0.015361
0.917959 -0.012390
0.938375 -0.009229
0.958979 -0.006171
0.979447 -0.003140
0.999708 -0.000024
