spec_01
1.000051 0.000155
0.980205 0.008023
0.960149 0.015583
0.939934 0.022849
0.919473 0.029362
0.898963 0.035760
0.878256 0.041810
0.857864 0.047645
0.837381 0.053559
0.816712 0.059431
0.796059 0.064899
0.775140 0.070154
0.754276 0.075244
0.733487 0.080593
0.712846 0.085619
0.691850 0.090379
0.670848 0.094908
0.649908 0.099213
0.628835 0.103436
0.607934 0.107619
0.586766 0.111461
0.565486 0.115001
0.544473 0.118311
0.523304 0.121704
0.502032 0.125019
0.480808 0.127697
0.459464 0.129827
0.438108 0.131983
0.416756 0.134107
0.395508 0.136038
0.374070 0.136676
0.352634 0.137373
0.331262 0.137925
0.309867 0.138390
0.288384 0.138337
0.267036 0.137095
0.245651 0.135656
0.224333 0.133291
0.202928 0.130781
0.182059 0.127036
0.160892 0.122521
0.140047 0.117707
0.119638 0.110980
0.099463 0.104234
0.079718 0.095900
0.060788 0.086039
0.042777 0.074356
0.026568 0.060361
0.012754 0.044353
0.005294 0.024299
0.000851 0.003635
0.007190 -0.016322
0.015971 -0.035864
0.031441 -0.050619
0.049474 -0.062047
0.068769 -0.071372
0.088846 -0.079045
0.109392 -0.084980
0.130142 -0.089501
0.151425 -0.093301
0.172581 -0.096222
0.193947 -0.098408
0.215165 -0.099862
0.236584 -0.100821
0.258095 -0.101386
0.279573 -0.101393
0.300956 -0.101267
0.322399 -0.100250
0.343777 -0.099099
0.365127 -0.097985
0.386558 -0.096806
0.407845 -0.095362
0.429243 -0.093210
0.450571 -0.091197
0.471907 -0.089036
0.493188 -0.087031
0.514512 -0.084344
0.535796 -0.081629
0.557115 -0.078818
0.578369 -0.076080
0.599546 -0.073259
0.620566 -0.069968
0.641970 -0.066772
0.663090 -0.063446
0.684274 -0.060230
0.705422 -0.056845
0.726596 -0.053373
0.747807 -0.049704
0.768917 -0.046183
0.789986 -0.042627
0.811080 -0.038787
0.832123 -0.034889
0.853154 -0.031093
0.874362 -0.027171
0.895322 -0.023354
0.916618 -0.019256
0.937566 -0.015175
0.958264 -0.010494
0.979335 -0.005298
0.999707 -0.000023
